Gene
DCX
APBB1IP
ACTN2
CAPZB
CST7
AMPH
ARAF
ACER3
C12orf5
ADCY2
ADCYAP1R1
CBFA2T2
DBC1
CLUL1
CDH17
CDC14A
CEACAM1
CIC
AFM
DCT
COL5A3
CPB2
CNOT4
CPOX
CLDND1
CFHR2
CXCL2
AFP
COL4A4
CDH7
ARG2
CACNA1S
CDC14B
AACS
CADPS2
ATP8B1
C1QTNF3
C5orf22
CCNT2
COL19A1
COBLL1
C4orf6
BCKDHB
CHMP2B
APLP2
COL16A1
AGBL5
CAD
CD59
CD82
BCORL1
ATRX
ABCB1
CPNE3
CTTN
ATG16L1
B4GALT1
CHMP5
ALG9
ACOX3
BAX
ADAMTS2
ATXN7L3
CETP
ADD1
C14orf166
AURKA
ALG6
CNOT3
ASAP3
ANKRD10
C3orf18
ARHGAP28
CRLS1
ATRN
C20orf194
CPXM1
ANAPC5
C20orf26
CHGB
BIRC5
ANKRD24
BLVRB
CCNK
AARS
ABCC6
CMTM6
CDV3
ALKBH5
APOH
ANGPT2
CD200
CCDC80
CEBPE
COL9A3
CLSPN
CDC45
COMT
CECR1
CDC6
CDC23
AAAS
CBX5
ARCN1
CRAT
CWF19L1
BTAF1
BLNK
CYP26A1
BAMBI
CREM
C19orf77
BRPF3
CDC5L
ABL1
ACOT7
CDC7
ABLIM1
CATSPERG
BCL7C
CIRBP
ATP5D
C19orf26
CDC34
C19orf21
CDHR5
ARVCF
CRKL
CECR2
BCL2L13
CABIN1
CRYBB3
CYTH4
CARD10
ADRBK2
CRYBB1
CCDC134
CENPM
CYP2D6
CBY1
C22orf28
CYB5R3
AP1B1
BIK
APOBEC3H
ARSA
CBX7
ASCC2
APOL1
CSF2RB
CHADL
ACO2
CERK
BRD1
ABHD4
CTSG
COCH
AP4S1
CDKL1
CDKN3
CNIH
CGRRF1
ATP6V1D
AHSA1
DAAM1
ALKBH1
CHGA
ASB2
BDKRB1
C14orf93
ACIN1
CCNB1IP1
APEX1
ARHGAP5
CINP
CHD8
BRMS1L
ABHD12
CD40
C20orf24
ADNP
CSTF1
BMP7
CTSZ
BIRC7
ARFGAP1
AVP
COL20A1
C20orf27
CDC25B
ARFRP1
CSNK2A1
CDS2
CRNKL1
CDK5RAP1
CHMP4B
BPI
CST9L
CST3
ASIP
CST4
ACTR5
AHCY
ACOT8
CELF4
ADNP2
CEP76
CEP192
ANKRD12
CSTF2
ATG4A
ALG13
AMMECR1
CHRDL1
ATP11C
ABCD1
CCDC22
CACNA1F
BMX
ASB9
CD99L2
CDK16
CENPI
ARMCX3
BEX4
CDADC1
CAB39L
ACP5
ARHGEF7
CORO1A
CBLN1
ARL2BP
CCL22
CCL17
CTCF
ACD
CYB5B
CCDC113
COG4
AXIN1
COTL1
CRISPLD2
ABCC1
CLCN7
CRYM
CLUAP1
AQP8
CPPED1
BFAR
CDIPT
BCKDK
C16orf62
C16orf88
AQP9
AAGAB
CORO2B
CSK
ACSBG1
CTSH
CD276
CEP152
BMF
CSPP1
BRF2
CA2
CALB1
ARMC1
ANXA13
DCTN6
ARHGEF10
ADAM2
ASAH1
BNIP3L
CLPTM1
CLASRP
CKM
ARHGEF18
CD37
AMH
CCDC130
AES
C19orf53
CCDC61
ASF1B
AKAP8
CASP14
AURKC
CCNE1
ANKRD27
AKT2
CCDC94
CLIP3
APLP1
CCDC9
BBC3
CD79A
CD33
CEACAM5
CRX
BABAM1
CDC37
ATP1A3
CNFN
CYTH2
CLEC11A
CCDC114
DBP
CAPS
BCAT2
ARRDC2
CRTC1
COMP
COPE
ATP4A
ARMC6
ATP13A1
CADM4
AVL9
C7orf63
CDK6
BET1
CBLL1
ATP6V0A4
ADAP1
CAV2
CAV1
BRAT1
ANKRD7
CPVL
CHN2
ABHD11
COBL
CASP2
CHCHD2
CCL24
BUD31
CYP3A5
AIMP2
AGFG2
AP1S1
C1GALT1
CLDN15
ANKMY2
ACTR3C
AGR2
AHR
CHCHD3
BLVRA
AEBP1
BCL7B
CLIP2
CORO2A
C5
AMBP
AKNA
CDC37L1
CA9
CREB3
CCNJ
CXCL12
CUBN
ATE1
CDH23
BMPR1A
ACTA2
C10orf2
ARHGAP21
CPEB3
CUEDC2
ANKRD26
ACBD5
C10orf137
BCCIP
CCDC6
CUL2
CCNY
CRYBA1
AATF
CWC25
CSF3
CASC3
ASPA
CDK5RAP3
CBX1
CAMTA2
CHRNE
C1QBP
BLMH
CPD
CCDC47
AKAP10
ALDH3A1
B9D1
C17orf75
CYTH1
CCL7
CCL2
CCL8
CCL1
CNTNAP1
ABI3
COL1A1
ALOX12
ABCC3
CACNG1
CDR2L
CWH43
DCUN1D4
CHIC2
CPE
ANXA10
CLCN3
AADAT
CLNK
BST1
CRYAB
CTSC
CCDC34
CRTAM
C11orf63
B3GAT1
ATG2A
DCPS
CPT1A
CCND1
CCDC86
CCKBR
CHORDC1
ARHGEF17
APOA4
APOC3
CEP164
BIRC2
CBL
COMMD9
CD5
AMBRA1
CARS
CD81
CALCA
C11orf58
AIP
CHKA
CD69
COQ5
CORO1C
DAO
CAPRIN2
CSRNP2
CAMKK2
BIN2
ATP5B
BCL7A
CYP27B1
ACSS3
CUX2
AKAP3
ACAD10
ALDH2
CDKN1B
ART4
ARHGDIB
C12orf49
COPZ1
CAND1
CNOT2
CPSF6
CHD4
ACRBP
COPS7A
CHPT1
C12orf57
APOBEC1
CMAS
AICDA
COL12A1
BTN3A3
ASF1A
CD83
BMP5
BACH2
CAP2
CCNC
ASCC3
BVES
COL9A1
ALDH5A1
AIM1
ACOT13
C6orf62
B3GAT2
CCR6
CUTA
CCND3
BYSL
CUL9
COX7A2
BTN2A1
CLIC5
CEP72
C7
DAP
BRD8
CDH9
APBB3
COL4A3BP
CLK4
ARSB
CLINT1
CNOT6
BTNL8
CCNG1
CDH6
ARRDC3
BRIX1
C5orf15
C9
CSNK1A1
CDX1
ATP6V0E1
BNIP1
CPEB4
DBN1
CNTN3
ACTR8
CRBN
BCL6
CLDN16
ARL6
CD86
AMOTL2
ARMC8
CEP70
BCHE
COL7A1
ACAP2
CYB561D2
C3orf14
CBLB
BBX
C3orf52
ATP6V1A
ABTB1
CSPG5
CISH
ACVR2B
ABCC5
AADAC
CLCN2
ADAM23
CCL20
ACTR1B
ACTR3
CENPA
CYTIP
ACVR1
APC2
AUP1
CCDC88A
COQ10B
CHST10
CNPPD1
BIRC6
CEBPZ
DCAF17
DARS
COX7A2L
ATF2
AAK1
C2orf42
ARID3A
ATP6V1B1
ALMS1
BCL9
CACYBP
CHD5
ATP5F1
CAPZA1
ASH1L
ARHGEF2
C1orf21
BCAS2
CTH
AGMAT
CFHR3
CRYZ
CD2
ADPRHL2
C1orf109
AKT3
ACADM
CD48
ACTL8
CTBS
CDK18
CD160
CR2
CD46
APH1A
CDC20
ARTN
ATP6V0B
B4GALT2
AKR1A1
C1orf114
CNN3
ABCD3
C1orf63
ARID1A
CENPF
COLEC11
APOA1
ATF6
CREB1
B4GALT6
C1orf54
CA14
CASC1
CNR1
ANKRD13C
AKAP7
ALDH8A1
ARG1
CTGF
ARMC2
CASQ2
ABCG2
CCNI
C2orf43
CCND2
CYP20A1
C2orf40
CPSF3
CCDC92
C1orf198
CTNNAL1
ALG2
CSF3R
C19orf25
DCAF4
ACYP1
ABCD4
ALDH6A1
COQ6
ATAD2B
ATL2
AFTPH
CNRIP1
BCL11A
CRIPT
CUTC
CNNM1
C10orf88
AVPI1
C10orf76
CCDC147
C10orf95
CD274
ARAP3
CENPL
ACAT2
ARR3
CCDC77
ALG5
ARL1
CCDC53
APAF1
CLU
CRISPLD1
AKAP1
COIL
ABCC11
ADCY7
BCL2L14
A1BG
CSTA
B4GALT4
CD80
CRY2
CAT
BAI2
CCRL2
CCR2
CPXM2
ADORA3
CXCR4
ACVR2A
COPA
CD244
ANXA11
CCDC18
BBS9
CBX3
ARL4A
CLTA
ACO1
CNTFR
C7orf49
CALD1
CHST3
BICC1
CISD1
CIT
CDKN2C
BHLHE41
CCDC91
ACOT9
C19orf43
CD97
ACTRT1
ATP7B
CENPK
ATF1
ARHGAP9
CDK2
C12orf44
ATPAF1
COL10A1
AMD1
BAZ2B
BATF3
ADCK4
C4BPA
C4BPB
CKS2
ACSL3
CHPF
CTCFL
ATP5E
CHD6
ARFGEF2
CSE1L
CDH26
BCAS4
CHST8
ATP8A1
CEACAM8
CRISP2
BTN2A2
BTN1A1
ABCC10
AARS2
COL21A1
ATXN1
CXCL6
AHNAK
CNOT1
BBS2
C16orf70
CLYBL
ABCC4
C17orf53
BMP4
ARMC7
C1orf61
BARHL1
C20orf195
CHCHD5
CCDC93
ALKBH7
CLPP
ATG4C
CD70
C3
CD93
CST8
CENPB
BMP2
BFSP1
CITED1
ARMCX5
CEP250
AMOT
CAPNS1
COX6B1
CCR7
BCL2L12
ASL
CSN1S1
BECN1
AHDC1
DACH2
CFP
ATG14
AIF1L
CTAG2
ARMCX1
CANX
CPSF3L
BCL11B
ABHD8
ATP13A4
CRYGN
CHTF18
AAMP
AKAP9
CASD1
ASPHD2
ATF4
A4GALT
CDC42EP1
BAIAP2L2
APOL5
APOL2
C22orf23
APOBEC3A
CPA4
ATP6V1F
CALU
CCDC136
CHN1
ARHGAP22
CGNL1
C15orf57
ALDH1A2
CHAC1
ARPP19
CALML4
CCRL1
ANAPC13
COPB1
BBOX1
CSRP3
DCTD
AIPL1
CD68
ATP1B2
CCL4
CCNT1
AP1M2
CDKN2D
ADCY4
DAD1
CDO1
ARHGEF6
ASH2L
CHRNA10
CDKN1C
CDH15
CBFA2T3
C6orf70
CNN1
CDC16
APOE
APOC1
ACE2
ATP8B3
BST2
C6orf203
ACSBG2
ACTN4
ARPC1B
CACNG6
CRB3
CAMSAP1
COL5A1
ATXN10
CALY
CYP2E1
ADRM1
ASS1
CHMP2A
C16orf13
ATG4D
ARHGEF16
ATPIF1
CLIP1
CCDC62
ANGPTL6
C19orf66
CASZ1
AKAP12
ACSS2
ARHGEF9
C1QL1
ATP6V1E1
CCL25
COX4I1
CHMP1A
COX7B
CAP1
ABCB7
CAPN7
AOC3
ACLY
AOC2
ACAP3
C1orf159
ANO1
BARX1
CA6
CKMT2
CHD1L
CHSY1
C19orf12
C19orf40
ACTR10
ABHD12B
C19orf57
DCAF15
CC2D1A
CCT6B
ACACA
COQ3
ANKRD17
BTBD3
ATP1A4
BCAN
APCS
DCAF8
ACY3
ALDH3B2
CTNNBL1
C20orf111
AP3B1
ANGPTL3
CASP9
DCTN4
ATP8A2
CDK8
ALOX5AP
CHRM3
CHI3L1
DCLK1
CCNA1
BEX2
BEX1
BTBD2
ANKRD32
CNDP2
C1QTNF6
ADCK2
AGAP3
ACTR3B
C12orf29
ATP13A3
CCDC59
ARNTL
AMPD3
CATSPERB
ADAMDEC1
CTIF
CCNB1
CDK7
CD180
CAMK1
BHLHE40
ARL8B
CNTN6
CHL1
CHIA
ADAM30
CEPT1
AP4B1
CMPK2
ANO3
CDC73
CRB1
ANKRD16
CCNH
CABLES1
C12orf39
ACP2
CDCA8
CYP2J2
BTF3L4
DAGLA
APLNR
CLOCK
COL4A2
CLDN10
ARGLU1
BIVM
CARS2
ARHGAP32
ADAMTS8
ACRV1
ANXA1
CTSL1
AGTPBP1
CCNJL
CCDC146
CD36
BAI3
ANKRD6
AKIRIN2
CGA
CAPRIN1
ATP5G2
CD63
AVIL
AMHR2
AGAP2
CDK4
B4GALNT1
COQ10A
ACVR1B
CD164
AHI1
CCT7
CCDC142
CPM
BCMO1
CCDC102A
AGT
CAPN9
COG2
ABCB10
CEP350
ACBD6
CYP27A1
ARMC9
CAB39
COX5B
C2orf49
ANKRD36
ARHGEF4
ALDH1L2
CKAP4
APPL2
CKAP2
COG3
BZW2
DBNL
CCM2
ALPK3
CIB2
CALCOCO2
CHAD
CSH1
ACTL6A
BLK
BIN1
ABI1
CDK9
C9orf78
DAB2IP
ANGPTL2
CDK5RAP2
ALDOB
BAAT
ATP6V1G1
C9orf156
ANP32B
CTSL2
ARPC5L
APTX
CCL21
DCTN3
CD72
CNPY3
CAPN11
BPHL
ATAT1
CLPS
C6orf52
CPEB2
ARRB1
ANKRD42
CCDC90B
CREBZF
BUD13
C11orf70
DCUN1D5
BTG4
C11orf1
ARHGAP20
CASP1
ALKBH8
CTDSPL2
CASC5
ADAM10
CYP19A1
BCL2L10
BCAR3
CCBL2
BRDT
ARHGAP29
CLCA2
DBT
CGREF1
ADCY3
CYP1B1
ACTR2
CENPO
ACTR1A
CYP2C9
CH25H
ATAD1
BTBD16
CALHM2
ARL3
CEP55
DBR1
ANXA7
ADAMTS14
AOX1
ATIC
BARD1
ALS2CR8
ASNSD1
CDK15
CIR1
CHRNA1
ABI2
APH1B
CILP
ARHGAP24
C4orf21
AP1AR
COPS4
AGPAT9
BBS7
BMPR1B
CXCL9
BMP2K
CCNG2
CNOT6L
CDKL2
ANXA3
CENPE
CASP6
CPNE8
AEBP2
CLSTN3
CD27
COL2A1
AMDHD1
ASCL1
C12orf52
CCDC65
ACVRL1
CELA1
CSAD
C12orf10
ANKRD52
ABHD13
CUL4A
CDH24
CBLN3
C14orf37
ADAM21
DCAF5
AK7
C14orf79
BAHD1
CDAN1
ANP32A
COMMD4
BCL2A1
ARRDC4
CYP11A1
BBS4
CYP1A1
ADAMTS17
ABHD2
CRTC3
ARMC5
CDR2
ARHGAP17
CHST4
CPNE2
ADAMTS18
CMTM3
CMTM2
CDH11
CDH13
ADAD2
COPS3
CIRH1A
C17orf80
ARSG
ABCA8
CLTC
C17orf64
BCAS3
AFG3L2
C18orf21
ASXL3
ADCYAP1
C18orf8
ARRB2
ASGR1
ARHGDIA
CARD14
CSNK1D
ANAPC11
AZI1
CBX4
CBLN2
CACNA1A
BRD4
CIB3
CCDC97
ATHL1
COL6A1
COL6A2
APP
AKT1
CBLC
CAPN10
CACNG8
C19orf52
CARM1
ACPT
ARHGEF19
CNKSR1
C1orf94
BCL10
CYR61
ADC
CYP4B1
CTTNBP2NL
C1orf162
CD53
CELSR2
ALDH9A1
ATP1B1
CREG1
DCAF6
ADCY10
CASQ1
CRABP2
ABL2
CGN
ADAMTSL4
CTSK
ANP32E
ANXA9
ARNT
C1orf56
ATP8B2
ADAM15
CREB3L4
AQP10
C1orf43
ACTA1
C1orf131
CEP170
ACP1
ARF1
CNIH4
CDC42BPA
CNIH3
C1orf35
ATP6V1C2
CAMKMT
ABCG8
CALM2
CHAC2
ASXL2
ABHD1
C1QL2
AFF3
AMMECR1L
CDCA7
CCDC150
CPO
ABCA12
CXCR7
COPS7B
CTDSP1
CNTN4
CSRNP1
CTDSPL
CAND2
ARL6IP5
COL8A1
ADPRH
ATG3
BOC
AGTR1
ALDH1L1
AMT
CCDC39
AHSG
CENPC1
ATP10D
CABS1
CAMK2D
ANK2
CCNA2
CBR4
CDH18
BHMT
BDP1
BTF3
COMMD10
ARHGAP26
CXCL14
C1QTNF2
BOD1
CPLX2
CDKAL1
DCDC2
ABT1
DAAM2
CRIP3
CYP39A1
C6orf170
CLVS2
ARHGAP18
AIG1
C6orf211
C7orf50
C7orf26
CREB5
CDCA5
CCT6A
C7orf43
CNPY1
ASB10
CASK
AKAP4
CCNB3
CHST7
ACRC
CXorf57
ARHGAP36
CETN2
ATP6V1B2
CCDC25
BIN3
CHMP7
CRH
ADHFE1
ARHGAP39
AK3
CER1
CDKN2B
CDKN2A
C9orf72
CEP78
AUH
C9orf3
ACTL7B
CRB2
ASTN2
ASB6
CIZ1
C9orf142
CACNA1B
ANKRD30A
A1CF
CDHR1
C10orf11
CAMK2G
ANKRD1
ADD3
CYP17A1
CNNM2
ADAM12
BTBD10
ADM
APIP
C11orf49
ARFGAP2
CELF1
C11orf73
CCDC81
CCDC82
CAPN5
ATM
AASDHPPT
CSRP2BP
DAK
CPSF7
B3GAT3
CCDC15
CHEK1
COMMD7
CABLES2
CDC42EP2
ALDOA
CNKSR2
CLEC1A
CTF1
ARID5B
CDH8
DCUN1D2
CTAGE5
ADRA2A
CD226
CNDP1
CCDC83
C11orf53
CCT5
C11orf57
CRIM1
CCRN4L
CACNA2D4
DCP1B
CACNA1C
C12orf45
C12orf23
BTBD11
ANK3
CSNK1G3
ATP6V1G3
ANKRD50
CDC123
ACAD8
ANO4
AKR1C2
ADAM8
ASAP2
ADAM17
ACSL1
BICD1
CENPJ
C5orf28
CCL28
BEND6
BAG3
AP1S3
CCDC74B
ASTN1
ARL11
ATP5A1
C18orf25
ATG10
CWF19L2
CCDC50
CAMK4
CAPSL
CCNO
CLEC4F
CATSPER3
ANKRD22
BMP3
CPB1
CWC27
CENPH
CDYL
CARHSP1
BANK1
ACMSD
ACOXL
BCL2L11
CAST
CLGN
CETN3
BMP6
AHCTF1
CCDC148
ASAP1
C16orf89
ADPRHL1
CMTM7
CD8A
CNKSR3
CFDP1
CMIP
CEBPG
CHD1
ANKFN1
CACNA2D1
AK5
C17orf103
CABYR
ANKRD29
C6orf57
CHST9
C16orf74
ANKH
CDH12
ABI3BP
ANGPT1
CC2D1B
ABCA6
ABCA10
ABCA5
C4orf19
ASZ1
BUB3
C10orf90
ATP5G3
CXADR
BTG3
C21orf91
CHODL
ATP5J
ADAMTS1
ADAMTS5
C17orf50
CXXC1
APCDD1
ACSS1
ANKRD40
CA10
APOOL
CYP2U1
AZIN1
ATP6V1C1
CDK19
AGPAT5
C16orf87
DBI
CNOT8
C9orf85
C10orf12
ALS2CR11
ADCY8
AFF2
C9orf41
ADK
BATF
DCK
ADAMTS3
ALX3
C8orf37
C15orf26
ADAMTSL3
ART3
CXCL13
CCT8
C21orf7
BACH1
CLDN17
CLDN8
CDK20
ANKRD9
C14orf2
CD109
AIFM1
BAG4
ATAD2
COX6A2
B3GNT7
BRPF1
C8A
CPT2
C1orf158
CACNA1D
ARSE
AASDH
CACNA2D3
APPL1
CREB3L1
C2CD2
C9orf43
BRAF
CABP1
CCDC164
CIB4
C12orf43
AGAP1
BRE
CNNM4
ABHD3
CLSTN2
COLEC12
CUL4B
AUTS2
CDC25C
C2orf62
AHCYL2
B4GALT5
CD1C
CD1E
CPA2
CPA5
ALAS2
COPG2
C11orf30
AGPAT6
CDA
B4GALT3
APOA2
CACHD1
CDC42SE2
ALG8
CSRP1
ATP5G1
C1orf51
CLIC6
CCDC24
CBR1
CBR3
C2orf81
ACTC1
CHAF1B
CLDN14
ARHGAP27
ADPGK
ADIPOR1
CYB5R1
ATP13A2
BTG2
CES5A
C1R
CELF3
AMFR
CCDC135
CHCHD6
CTBP1
ATP6V0D1
AGRP
C16orf86
ABR
CCDC117
CCDC107
CALM3
CCDC28B
BSDC1
ATAD3B
CPAMD8
ANKLE1
CILP2
ABCG1
CRYAA
CSTB
AGPAT3
C21orf33
C21orf2
C21orf58
CLDND2
C9orf116
C19orf47
BRSK1
AMICA1
CD3G
CHTOP
CXCR5
ADAR
CRTC2
ANO10
CCR5
CCDC12
AZGP1
CYP3A7
CPSF4
ALKBH4
C5orf45
CELF5
CCDC116
BDH1
COX7A1
ACOX1
CYGB
CCL5
CCL16
CCDC155
ALDH16A1
DCD
DBF4B
AQP5
CXCL16
CCDC42
C16orf59
AMDHD2
CCDC64B
ADCY9
CLPB
CYBASC3
ASRGL1
C11orf48
DCP1A
CMPK1
C1orf123
C1orf177
BSND
AK4
CTRC
AKR7A3
CAMK2N1
ALPL
C1orf86
CCDC27
B3GALT2
AKNAD1
ATXN7L2
AGL
ARPC5
CADM3
C1orf74
ATF3
AXDND1
BPNT1
C1orf115
BROX
ACP6
CNST
B3GALNT2
CAPN2
CAPN13
C2orf47
ARL5A
CCDC104
CCDC138
ACTG2
C2orf44
CCDC74A
ADCK3
BNIPL
BOLA3
CDC42EP3
ARHGAP25
CCNYL1
DCAF16
C1orf189
ANTXR2
CGGBP1
DAPL1
CLDN1
DCST2
COL6A3
APOA1BP
ATP1A1
C3orf30
ARPC2
CCT3
ADORA1
CRYBA2
CWC22
AZI2
ANKZF1
CHCHD4
CLASP2
AIM2
CTLA4
CD200R1
C3orf17
CADPS
CDS1
COX18
ALB
ATXN7
ADAMTS9
CCNL1
ABHD6
C3orf67
CRELD1
CXCL5
CXCL1
CCDC158
CPA3
CDCP1
CCR1
CAMK2N2
BAP1
ARHGEF3
ABLIM2
C1orf50
AIMP1
CDC25A
CAMP
CCDC51
ATRIP
BSN
APEH
C4orf29
CAMKV
AGXT2L1
ANXA5
ADAD1
ASB5
ARFIP1
ANAPC10
ABCE1
CCDC112
CMBL
AGGF1
ARSK
CASP3
CCDC111
CMYA5
CARTPT
ANKRA2
CCDC127
ACSL6
CSF2
CITED2
DCBLD1
DACT2
C7orf72
ANKRD55
DAGLB
COG5
CAMLG
BMPER
CDCA7L
COL1A2
CHMP4C
BRI3
CTSB
ADCY1
C7orf57
CSMD3
CA3
CDK5
ALDH7A1
COX6C
BAALC
CTHRC1
DCAF13
C9orf24
ABCA1
CPA6
C8orf34
ALDH1A1
ANKS6
CXorf22
CLDN3
C9orf89
ATP7A
AQP7
AQP3
BRWD3
ARMC3
ARHGAP12
CCDC67
CFL2
CRYL1
C11orf82
C10orf10
CDX2
AKR1E2
DACT1
BEND7
ATP5C1
COMTD1
DACH1
AK8
C9orf9
BMS1
ARHGEF40
CASP7
C10orf118
C10orf82
ANKRD2
ARHGAP42
C12orf70
CLMN
C1QL3
CACNB2
ARL5B
C11orf75
ABTB2
AMOTL1
CEP57
CMTM5
AMN
C16orf78
CKB
BTRC
BAG5
API5
ASPG
ALKBH3
COPS2
CCT2
ARIH1
CLMP
COX11
CYYR1
CUL5
C10orf32
ANAPC16
APBB1
DCHS1
CYB5A
C11orf74
ATP9B
CYB5R2
CDYL2
CENPN
AKIP1
ATMIN
CLEC3A
CLEC4E
CLEC4D
BEAN1
CENPV
CDH16
BLCAP
ATF7IP2
COG1
B2M
CASC4
ACSM1
AP1G1
C16orf45
ANPEP
C18orf54
CLPX
C15orf48
CCNDBP1
AKTIP
CNPY4
B4GALNT2
COQ4
CERCAM
COQ7
CRK
CCL23
CDK12
ATP5L
CD3D
ART5
CA4
ANKRD11
C16orf55
CORO6
CYP2S1
AXL
CDC42EP5
C19orf33
ATCAY
DAPK3
CHAF1A
CYB5D2
C19orf48
ANGPTL4
CD320
CABP2
CDK2AP2
CD300A
ABCA3
BEST1
C11orf84
ATG16L2
C2CD3
CTNNB1
BATF2
C11orf85
CCDC88B
COPS6
ANKS3
BMI1
ACOX2
CX3CR1
ARF4
ATG4B
COG7
CDC40
BMP1
ATXN2L
CCDC110
COL3A1
CDKN2AIP
ADAM29
ADAM9
AXIN2
AHCYL1
CNNM3
CXXC4
ABHD15
CHTF8
ADAL
ATOH8
ANKRD49
C2orf68
BTNL3
CTRB2
CEP120
CPLX1
COMMD8
ATP5I
COL4A3
ACTBL2
AR
C8orf46
ASMTL
CHST14
CSNK1G1
ARMC4
AFAP1L2
ATF5
CPT1C
APEX2
CCDC126
CD2BP2
CA5B
CXCL10
CXCL11
ADRB2
B3GALNT1
C22orf15
CRADD
ARL13B
COL22A1
CD52
CLIC4
CRCT1
CCDC8
CLIC3
BNC1
ANTXR1
CKAP2L
BUB1
CHRNA5
AGPAT2
ASPSCR1
CNBP
BTD
CSGALNACT2
AVEN
CTNND2
AHSP
CALML6
BRD3
CHD3
ALCAM
CNTROB
C14orf142
C5orf4
CRTAP
CMTM8
CDK1
B3GNT2
CST5
CST2
CST1
DCLK2
ADORA2B
CD14
COX7B2
CDH2
COMMD5
ARMC10
ACYP2
AKAP13
CDCA4
CHCHD7
BFSP2
CELP
CEL
CYTL1
C11orf24
ALK
CCBL1
ATP6V0E2
C1GALT1C1
C9orf16
CSN3
CLDN20
CDC42BPG
BAHCC1
CANT1
CHST11
CHD7
CLCN5
APLN
CDK5R2
ASXL1
COL24A1
BCL2L1
CLSTN1
CXXC5
BPTF
ATF7IP
C20orf201
ANO5
CAMTA1
BCL2
COL8A2
ADRA1D
AQP4
CYP4F11
ATPAF2
CYP4F22
CD8B
CALB2
CCL11
CXCR6
CEBPB
AZU1
ATOH1
CLEC7A
C5orf34
C1QTNF4
BSG
CLEC12A
BPGM
ALG14
CCDC11
C2CD2L
ARNT2
CLP1
AGXT
ACOT12
BANP
CTSW
CHCHD1
CCL19
CORO1B
DCP2
CYP7B1
CES4A
CES2
ANKRD13D
ADH6
ARPP21
ADRBK1
BNC2
COQ2
ADCK5
COMMD1
ADCY5
CYSLTR1
ABCD2
AHSA2
ABLIM3
C11orf86
C1QA
DAG1
ARV1
AGR3
CSPG4
C2orf70
CHD2
CCDC106
CCR9
CCDC41
CXorf23
C11orf80
AGFG1
CD7
